ID	sample
TMOD4:NBN	TCGA-CD-A48C-01A
TMOD4:CSMD3	TCGA-CD-A48C-01A
TMOD4:MED30	TCGA-CD-A48C-01A
TMOD4:MYC	TCGA-CD-A48C-01A
TMOD4:BNC2	TCGA-CD-A48C-01A
TMOD4:ASTN2	TCGA-CD-A48C-01A
TMOD4:SETX	TCGA-CD-A48C-01A
TMOD4:CUBN	TCGA-CD-A48C-01A
TMOD4:RET	TCGA-CD-A48C-01A
TMOD4:PCDH15	TCGA-CD-A48C-01A
TMOD4:HERC4	TCGA-CD-A48C-01A
TMOD4:POLR3A	TCGA-CD-A48C-01A
TMOD4:GRID1	TCGA-CD-A48C-01A
TMOD4:CPXM2	TCGA-CD-A48C-01A
TMOD4:OR52N1	TCGA-CD-A48C-01A
TMOD4:ZNF215	TCGA-CD-A48C-01A
TMOD4:OR4C11	TCGA-CD-A48C-01A
TMOD4:C2CD3	TCGA-CD-A48C-01A
TMOD4:PDGFD	TCGA-CD-A48C-01A
LCE1F:LCE1F	TCGA-CD-A48C-01A
LCE1F:SHC1	TCGA-CD-A48C-01A
LCE1F:CD1C	TCGA-CD-A48C-01A
LCE1F:KCNT2	TCGA-CD-A48C-01A
LCE1F:ESRRG	TCGA-CD-A48C-01A
LCE1F:OR11L1	TCGA-CD-A48C-01A
LCE1F:OR2AK2	TCGA-CD-A48C-01A
LCE1F:OR2T1	TCGA-CD-A48C-01A
LCE1F:TPO	TCGA-CD-A48C-01A
LCE1F:CDKL4	TCGA-CD-A48C-01A
LCE1F:LRPPRC	TCGA-CD-A48C-01A
LCE1F:NRXN1	TCGA-CD-A48C-01A
LCE1F:ZNF2	TCGA-CD-A48C-01A
LCE1F:CNTNAP5	TCGA-CD-A48C-01A
LCE1F:GYPC	TCGA-CD-A48C-01A
LCE1F:LRP1B	TCGA-CD-A48C-01A
LCE1F:MBD5	TCGA-CD-A48C-01A
LCE1F:FAP	TCGA-CD-A48C-01A
LCE1F:SCN2A	TCGA-CD-A48C-01A
LCE1F:TTN	TCGA-CD-A48C-01A
LCE1F:ZNF804A	TCGA-CD-A48C-01A
LCE1F:DNAH7	TCGA-CD-A48C-01A
LCE1F:CAPN10	TCGA-CD-A48C-01A
LCE1F:FGD5	TCGA-CD-A48C-01A
LCE1F:KAT2B	TCGA-CD-A48C-01A
LCE1F:ZNF385D	TCGA-CD-A48C-01A
LCE1F:ARPP21	TCGA-CD-A48C-01A
LCE1F:TRAK1	TCGA-CD-A48C-01A
LCE1F:EPHA3	TCGA-CD-A48C-01A
LCE1F:EPHA6	TCGA-CD-A48C-01A
LCE1F:IMPG2	TCGA-CD-A48C-01A
LCE1F:EPHB1	TCGA-CD-A48C-01A
LCE1F:TRPC1	TCGA-CD-A48C-01A
LCE1F:U2SURP	TCGA-CD-A48C-01A
LCE1F:P2RY13	TCGA-CD-A48C-01A
LCE1F:BCHE	TCGA-CD-A48C-01A
LCE1F:MECOM	TCGA-CD-A48C-01A
LCE1F:STK32B	TCGA-CD-A48C-01A
LCE1F:SEL1L3	TCGA-CD-A48C-01A
LCE1F:LIMCH1	TCGA-CD-A48C-01A
LCE1F:UGT2B10	TCGA-CD-A48C-01A
LCE1F:SHROOM3	TCGA-CD-A48C-01A
LCE1F:PDHA2	TCGA-CD-A48C-01A
LCE1F:ANK2	TCGA-CD-A48C-01A
LCE1F:PCDH18	TCGA-CD-A48C-01A
LCE1F:TRIML2	TCGA-CD-A48C-01A
LCE1F:6-Mar	TCGA-CD-A48C-01A
LCE1F:DNAH5	TCGA-CD-A48C-01A
LCE1F:PARP8	TCGA-CD-A48C-01A
LCE1F:MAP1B	TCGA-CD-A48C-01A
LCE1F:ADAMTS19	TCGA-CD-A48C-01A
LCE1F:RREB1	TCGA-CD-A48C-01A
LCE1F:COL11A2	TCGA-CD-A48C-01A
LCE1F:DAAM2	TCGA-CD-A48C-01A
LCE1F:KHDRBS2	TCGA-CD-A48C-01A
LCE1F:COL12A1	TCGA-CD-A48C-01A
LCE1F:ARHGAP18	TCGA-CD-A48C-01A
LCE1F:AKAP12	TCGA-CD-A48C-01A
LCE1F:BRAT1	TCGA-CD-A48C-01A
LCE1F:HECW1	TCGA-CD-A48C-01A
LCE1F:GTF2IRD2	TCGA-CD-A48C-01A
LCE1F:ABCB4	TCGA-CD-A48C-01A
LCE1F:TRRAP	TCGA-CD-A48C-01A
LCE1F:RASA4	TCGA-CD-A48C-01A
LCE1F:NUP205	TCGA-CD-A48C-01A
LCE1F:CSMD1	TCGA-CD-A48C-01A
LCE1F:PENK	TCGA-CD-A48C-01A
LCE1F:ZFHX4	TCGA-CD-A48C-01A
LCE1F:CNBD1	TCGA-CD-A48C-01A
LCE1F:NBN	TCGA-CD-A48C-01A
LCE1F:CSMD3	TCGA-CD-A48C-01A
LCE1F:MED30	TCGA-CD-A48C-01A
LCE1F:MYC	TCGA-CD-A48C-01A
LCE1F:BNC2	TCGA-CD-A48C-01A
LCE1F:ASTN2	TCGA-CD-A48C-01A
LCE1F:SETX	TCGA-CD-A48C-01A
LCE1F:CUBN	TCGA-CD-A48C-01A
LCE1F:RET	TCGA-CD-A48C-01A
LCE1F:PCDH15	TCGA-CD-A48C-01A
LCE1F:HERC4	TCGA-CD-A48C-01A
LCE1F:POLR3A	TCGA-CD-A48C-01A
LCE1F:GRID1	TCGA-CD-A48C-01A
LCE1F:CPXM2	TCGA-CD-A48C-01A
LCE1F:OR52N1	TCGA-CD-A48C-01A
LCE1F:ZNF215	TCGA-CD-A48C-01A
LCE1F:OR4C11	TCGA-CD-A48C-01A
LCE1F:C2CD3	TCGA-CD-A48C-01A
LCE1F:PDGFD	TCGA-CD-A48C-01A
SHC1:SHC1	TCGA-CD-A48C-01A
SHC1:CD1C	TCGA-CD-A48C-01A
SHC1:KCNT2	TCGA-CD-A48C-01A
SHC1:ESRRG	TCGA-CD-A48C-01A
SHC1:OR11L1	TCGA-CD-A48C-01A
SHC1:OR2AK2	TCGA-CD-A48C-01A
SHC1:OR2T1	TCGA-CD-A48C-01A
SHC1:TPO	TCGA-CD-A48C-01A
SHC1:CDKL4	TCGA-CD-A48C-01A
SHC1:LRPPRC	TCGA-CD-A48C-01A
SHC1:NRXN1	TCGA-CD-A48C-01A
SHC1:ZNF2	TCGA-CD-A48C-01A
SHC1:CNTNAP5	TCGA-CD-A48C-01A
SHC1:GYPC	TCGA-CD-A48C-01A
SHC1:LRP1B	TCGA-CD-A48C-01A
SHC1:MBD5	TCGA-CD-A48C-01A
SHC1:FAP	TCGA-CD-A48C-01A
SHC1:SCN2A	TCGA-CD-A48C-01A
SHC1:TTN	TCGA-CD-A48C-01A
SHC1:ZNF804A	TCGA-CD-A48C-01A
SHC1:DNAH7	TCGA-CD-A48C-01A
SHC1:CAPN10	TCGA-CD-A48C-01A
SHC1:FGD5	TCGA-CD-A48C-01A
SHC1:KAT2B	TCGA-CD-A48C-01A
SHC1:ZNF385D	TCGA-CD-A48C-01A
SHC1:ARPP21	TCGA-CD-A48C-01A
SHC1:TRAK1	TCGA-CD-A48C-01A
SHC1:EPHA3	TCGA-CD-A48C-01A
SHC1:EPHA6	TCGA-CD-A48C-01A
SHC1:IMPG2	TCGA-CD-A48C-01A
SHC1:EPHB1	TCGA-CD-A48C-01A
SHC1:TRPC1	TCGA-CD-A48C-01A
SHC1:U2SURP	TCGA-CD-A48C-01A
SHC1:P2RY13	TCGA-CD-A48C-01A
SHC1:BCHE	TCGA-CD-A48C-01A
SHC1:MECOM	TCGA-CD-A48C-01A
SHC1:STK32B	TCGA-CD-A48C-01A
SHC1:SEL1L3	TCGA-CD-A48C-01A
SHC1:LIMCH1	TCGA-CD-A48C-01A
SHC1:UGT2B10	TCGA-CD-A48C-01A
SHC1:SHROOM3	TCGA-CD-A48C-01A
SHC1:PDHA2	TCGA-CD-A48C-01A
SHC1:ANK2	TCGA-CD-A48C-01A
SHC1:PCDH18	TCGA-CD-A48C-01A
SHC1:TRIML2	TCGA-CD-A48C-01A
SHC1:6-Mar	TCGA-CD-A48C-01A
SHC1:DNAH5	TCGA-CD-A48C-01A
SHC1:PARP8	TCGA-CD-A48C-01A
SHC1:MAP1B	TCGA-CD-A48C-01A
SHC1:ADAMTS19	TCGA-CD-A48C-01A
SHC1:RREB1	TCGA-CD-A48C-01A
SHC1:COL11A2	TCGA-CD-A48C-01A
SHC1:DAAM2	TCGA-CD-A48C-01A
SHC1:KHDRBS2	TCGA-CD-A48C-01A
SHC1:COL12A1	TCGA-CD-A48C-01A
SHC1:ARHGAP18	TCGA-CD-A48C-01A
SHC1:AKAP12	TCGA-CD-A48C-01A
SHC1:BRAT1	TCGA-CD-A48C-01A
SHC1:HECW1	TCGA-CD-A48C-01A
SHC1:GTF2IRD2	TCGA-CD-A48C-01A
SHC1:ABCB4	TCGA-CD-A48C-01A
SHC1:TRRAP	TCGA-CD-A48C-01A
SHC1:RASA4	TCGA-CD-A48C-01A
SHC1:NUP205	TCGA-CD-A48C-01A
SHC1:CSMD1	TCGA-CD-A48C-01A
SHC1:PENK	TCGA-CD-A48C-01A
SHC1:ZFHX4	TCGA-CD-A48C-01A
SHC1:CNBD1	TCGA-CD-A48C-01A
SHC1:NBN	TCGA-CD-A48C-01A
SHC1:CSMD3	TCGA-CD-A48C-01A
SHC1:MED30	TCGA-CD-A48C-01A
SHC1:MYC	TCGA-CD-A48C-01A
SHC1:BNC2	TCGA-CD-A48C-01A
SHC1:ASTN2	TCGA-CD-A48C-01A
SHC1:SETX	TCGA-CD-A48C-01A
SHC1:CUBN	TCGA-CD-A48C-01A
SHC1:RET	TCGA-CD-A48C-01A
SHC1:PCDH15	TCGA-CD-A48C-01A
SHC1:HERC4	TCGA-CD-A48C-01A
SHC1:POLR3A	TCGA-CD-A48C-01A
SHC1:GRID1	TCGA-CD-A48C-01A
SHC1:CPXM2	TCGA-CD-A48C-01A
SHC1:OR52N1	TCGA-CD-A48C-01A
SHC1:ZNF215	TCGA-CD-A48C-01A
SHC1:OR4C11	TCGA-CD-A48C-01A
SHC1:C2CD3	TCGA-CD-A48C-01A
SHC1:PDGFD	TCGA-CD-A48C-01A
CD1C:CD1C	TCGA-CD-A48C-01A
CD1C:KCNT2	TCGA-CD-A48C-01A
CD1C:ESRRG	TCGA-CD-A48C-01A
CD1C:OR11L1	TCGA-CD-A48C-01A
CD1C:OR2AK2	TCGA-CD-A48C-01A
CD1C:OR2T1	TCGA-CD-A48C-01A
CD1C:TPO	TCGA-CD-A48C-01A
CD1C:CDKL4	TCGA-CD-A48C-01A
CD1C:LRPPRC	TCGA-CD-A48C-01A
CD1C:NRXN1	TCGA-CD-A48C-01A
CD1C:ZNF2	TCGA-CD-A48C-01A
CD1C:CNTNAP5	TCGA-CD-A48C-01A
CD1C:GYPC	TCGA-CD-A48C-01A
CD1C:LRP1B	TCGA-CD-A48C-01A
CD1C:MBD5	TCGA-CD-A48C-01A
CD1C:FAP	TCGA-CD-A48C-01A
CD1C:SCN2A	TCGA-CD-A48C-01A
CD1C:TTN	TCGA-CD-A48C-01A
CD1C:ZNF804A	TCGA-CD-A48C-01A
CD1C:DNAH7	TCGA-CD-A48C-01A
CD1C:CAPN10	TCGA-CD-A48C-01A
CD1C:FGD5	TCGA-CD-A48C-01A
CD1C:KAT2B	TCGA-CD-A48C-01A
CD1C:ZNF385D	TCGA-CD-A48C-01A
CD1C:ARPP21	TCGA-CD-A48C-01A
CD1C:TRAK1	TCGA-CD-A48C-01A
CD1C:EPHA3	TCGA-CD-A48C-01A
CD1C:EPHA6	TCGA-CD-A48C-01A
CD1C:IMPG2	TCGA-CD-A48C-01A
CD1C:EPHB1	TCGA-CD-A48C-01A
CD1C:TRPC1	TCGA-CD-A48C-01A
CD1C:U2SURP	TCGA-CD-A48C-01A
CD1C:P2RY13	TCGA-CD-A48C-01A
CD1C:BCHE	TCGA-CD-A48C-01A
CD1C:MECOM	TCGA-CD-A48C-01A
CD1C:STK32B	TCGA-CD-A48C-01A
CD1C:SEL1L3	TCGA-CD-A48C-01A
CD1C:LIMCH1	TCGA-CD-A48C-01A
CD1C:UGT2B10	TCGA-CD-A48C-01A
CD1C:SHROOM3	TCGA-CD-A48C-01A
CD1C:PDHA2	TCGA-CD-A48C-01A
CD1C:ANK2	TCGA-CD-A48C-01A
CD1C:PCDH18	TCGA-CD-A48C-01A
CD1C:TRIML2	TCGA-CD-A48C-01A
CD1C:6-Mar	TCGA-CD-A48C-01A
CD1C:DNAH5	TCGA-CD-A48C-01A
CD1C:PARP8	TCGA-CD-A48C-01A
CD1C:MAP1B	TCGA-CD-A48C-01A
CD1C:ADAMTS19	TCGA-CD-A48C-01A
CD1C:RREB1	TCGA-CD-A48C-01A
CD1C:COL11A2	TCGA-CD-A48C-01A
CD1C:DAAM2	TCGA-CD-A48C-01A
CD1C:KHDRBS2	TCGA-CD-A48C-01A
CD1C:COL12A1	TCGA-CD-A48C-01A
CD1C:ARHGAP18	TCGA-CD-A48C-01A
CD1C:AKAP12	TCGA-CD-A48C-01A
CD1C:BRAT1	TCGA-CD-A48C-01A
CD1C:HECW1	TCGA-CD-A48C-01A
CD1C:GTF2IRD2	TCGA-CD-A48C-01A
CD1C:ABCB4	TCGA-CD-A48C-01A
CD1C:TRRAP	TCGA-CD-A48C-01A
CD1C:RASA4	TCGA-CD-A48C-01A
CD1C:NUP205	TCGA-CD-A48C-01A
CD1C:CSMD1	TCGA-CD-A48C-01A
CD1C:PENK	TCGA-CD-A48C-01A
CD1C:ZFHX4	TCGA-CD-A48C-01A
CD1C:CNBD1	TCGA-CD-A48C-01A
CD1C:NBN	TCGA-CD-A48C-01A
CD1C:CSMD3	TCGA-CD-A48C-01A
CD1C:MED30	TCGA-CD-A48C-01A
CD1C:MYC	TCGA-CD-A48C-01A
CD1C:BNC2	TCGA-CD-A48C-01A
CD1C:ASTN2	TCGA-CD-A48C-01A
CD1C:SETX	TCGA-CD-A48C-01A
CD1C:CUBN	TCGA-CD-A48C-01A
CD1C:RET	TCGA-CD-A48C-01A
CD1C:PCDH15	TCGA-CD-A48C-01A
CD1C:HERC4	TCGA-CD-A48C-01A
CD1C:POLR3A	TCGA-CD-A48C-01A
CD1C:GRID1	TCGA-CD-A48C-01A
CD1C:CPXM2	TCGA-CD-A48C-01A
CD1C:OR52N1	TCGA-CD-A48C-01A
CD1C:ZNF215	TCGA-CD-A48C-01A
CD1C:OR4C11	TCGA-CD-A48C-01A
CD1C:C2CD3	TCGA-CD-A48C-01A
CD1C:PDGFD	TCGA-CD-A48C-01A
KCNT2:KCNT2	TCGA-CD-A48C-01A
KCNT2:ESRRG	TCGA-CD-A48C-01A
KCNT2:OR11L1	TCGA-CD-A48C-01A
KCNT2:OR2AK2	TCGA-CD-A48C-01A
KCNT2:OR2T1	TCGA-CD-A48C-01A
KCNT2:TPO	TCGA-CD-A48C-01A
KCNT2:CDKL4	TCGA-CD-A48C-01A
KCNT2:LRPPRC	TCGA-CD-A48C-01A
KCNT2:NRXN1	TCGA-CD-A48C-01A
KCNT2:ZNF2	TCGA-CD-A48C-01A
KCNT2:CNTNAP5	TCGA-CD-A48C-01A
KCNT2:GYPC	TCGA-CD-A48C-01A
KCNT2:LRP1B	TCGA-CD-A48C-01A
KCNT2:MBD5	TCGA-CD-A48C-01A
KCNT2:FAP	TCGA-CD-A48C-01A
KCNT2:SCN2A	TCGA-CD-A48C-01A
KCNT2:TTN	TCGA-CD-A48C-01A
KCNT2:ZNF804A	TCGA-CD-A48C-01A
KCNT2:DNAH7	TCGA-CD-A48C-01A
KCNT2:CAPN10	TCGA-CD-A48C-01A
KCNT2:FGD5	TCGA-CD-A48C-01A
KCNT2:KAT2B	TCGA-CD-A48C-01A
KCNT2:ZNF385D	TCGA-CD-A48C-01A
KCNT2:ARPP21	TCGA-CD-A48C-01A
KCNT2:TRAK1	TCGA-CD-A48C-01A
KCNT2:EPHA3	TCGA-CD-A48C-01A
KCNT2:EPHA6	TCGA-CD-A48C-01A
KCNT2:IMPG2	TCGA-CD-A48C-01A
KCNT2:EPHB1	TCGA-CD-A48C-01A
KCNT2:TRPC1	TCGA-CD-A48C-01A
KCNT2:U2SURP	TCGA-CD-A48C-01A
KCNT2:P2RY13	TCGA-CD-A48C-01A
KCNT2:BCHE	TCGA-CD-A48C-01A
KCNT2:MECOM	TCGA-CD-A48C-01A
KCNT2:STK32B	TCGA-CD-A48C-01A
KCNT2:SEL1L3	TCGA-CD-A48C-01A
KCNT2:LIMCH1	TCGA-CD-A48C-01A
KCNT2:UGT2B10	TCGA-CD-A48C-01A
KCNT2:SHROOM3	TCGA-CD-A48C-01A
KCNT2:PDHA2	TCGA-CD-A48C-01A
KCNT2:ANK2	TCGA-CD-A48C-01A
KCNT2:PCDH18	TCGA-CD-A48C-01A
KCNT2:TRIML2	TCGA-CD-A48C-01A
KCNT2:6-Mar	TCGA-CD-A48C-01A
KCNT2:DNAH5	TCGA-CD-A48C-01A
KCNT2:PARP8	TCGA-CD-A48C-01A
KCNT2:MAP1B	TCGA-CD-A48C-01A
KCNT2:ADAMTS19	TCGA-CD-A48C-01A
KCNT2:RREB1	TCGA-CD-A48C-01A
KCNT2:COL11A2	TCGA-CD-A48C-01A
KCNT2:DAAM2	TCGA-CD-A48C-01A
KCNT2:KHDRBS2	TCGA-CD-A48C-01A
KCNT2:COL12A1	TCGA-CD-A48C-01A
KCNT2:ARHGAP18	TCGA-CD-A48C-01A
KCNT2:AKAP12	TCGA-CD-A48C-01A
KCNT2:BRAT1	TCGA-CD-A48C-01A
KCNT2:HECW1	TCGA-CD-A48C-01A
KCNT2:GTF2IRD2	TCGA-CD-A48C-01A
KCNT2:ABCB4	TCGA-CD-A48C-01A
KCNT2:TRRAP	TCGA-CD-A48C-01A
KCNT2:RASA4	TCGA-CD-A48C-01A
KCNT2:NUP205	TCGA-CD-A48C-01A
KCNT2:CSMD1	TCGA-CD-A48C-01A
KCNT2:PENK	TCGA-CD-A48C-01A
KCNT2:ZFHX4	TCGA-CD-A48C-01A
KCNT2:CNBD1	TCGA-CD-A48C-01A
KCNT2:NBN	TCGA-CD-A48C-01A
KCNT2:CSMD3	TCGA-CD-A48C-01A
KCNT2:MED30	TCGA-CD-A48C-01A
KCNT2:MYC	TCGA-CD-A48C-01A
KCNT2:BNC2	TCGA-CD-A48C-01A
KCNT2:ASTN2	TCGA-CD-A48C-01A
KCNT2:SETX	TCGA-CD-A48C-01A
KCNT2:CUBN	TCGA-CD-A48C-01A
KCNT2:RET	TCGA-CD-A48C-01A
KCNT2:PCDH15	TCGA-CD-A48C-01A
KCNT2:HERC4	TCGA-CD-A48C-01A
KCNT2:POLR3A	TCGA-CD-A48C-01A
KCNT2:GRID1	TCGA-CD-A48C-01A
KCNT2:CPXM2	TCGA-CD-A48C-01A
KCNT2:OR52N1	TCGA-CD-A48C-01A
KCNT2:ZNF215	TCGA-CD-A48C-01A
KCNT2:OR4C11	TCGA-CD-A48C-01A
KCNT2:C2CD3	TCGA-CD-A48C-01A
KCNT2:PDGFD	TCGA-CD-A48C-01A
ESRRG:ESRRG	TCGA-CD-A48C-01A
ESRRG:OR11L1	TCGA-CD-A48C-01A
ESRRG:OR2AK2	TCGA-CD-A48C-01A
ESRRG:OR2T1	TCGA-CD-A48C-01A
ESRRG:TPO	TCGA-CD-A48C-01A
ESRRG:CDKL4	TCGA-CD-A48C-01A
ESRRG:LRPPRC	TCGA-CD-A48C-01A
ESRRG:NRXN1	TCGA-CD-A48C-01A
ESRRG:ZNF2	TCGA-CD-A48C-01A
ESRRG:CNTNAP5	TCGA-CD-A48C-01A
ESRRG:GYPC	TCGA-CD-A48C-01A
ESRRG:LRP1B	TCGA-CD-A48C-01A
ESRRG:MBD5	TCGA-CD-A48C-01A
ESRRG:FAP	TCGA-CD-A48C-01A
ESRRG:SCN2A	TCGA-CD-A48C-01A
ESRRG:TTN	TCGA-CD-A48C-01A
ESRRG:ZNF804A	TCGA-CD-A48C-01A
ESRRG:DNAH7	TCGA-CD-A48C-01A
ESRRG:CAPN10	TCGA-CD-A48C-01A
ESRRG:FGD5	TCGA-CD-A48C-01A
ESRRG:KAT2B	TCGA-CD-A48C-01A
ESRRG:ZNF385D	TCGA-CD-A48C-01A
ESRRG:ARPP21	TCGA-CD-A48C-01A
ESRRG:TRAK1	TCGA-CD-A48C-01A
ESRRG:EPHA3	TCGA-CD-A48C-01A
ESRRG:EPHA6	TCGA-CD-A48C-01A
ESRRG:IMPG2	TCGA-CD-A48C-01A
ESRRG:EPHB1	TCGA-CD-A48C-01A
ESRRG:TRPC1	TCGA-CD-A48C-01A
ESRRG:U2SURP	TCGA-CD-A48C-01A
ESRRG:P2RY13	TCGA-CD-A48C-01A
ESRRG:BCHE	TCGA-CD-A48C-01A
ESRRG:MECOM	TCGA-CD-A48C-01A
ESRRG:STK32B	TCGA-CD-A48C-01A
ESRRG:SEL1L3	TCGA-CD-A48C-01A
ESRRG:LIMCH1	TCGA-CD-A48C-01A
ESRRG:UGT2B10	TCGA-CD-A48C-01A
ESRRG:SHROOM3	TCGA-CD-A48C-01A
ESRRG:PDHA2	TCGA-CD-A48C-01A
ESRRG:ANK2	TCGA-CD-A48C-01A
ESRRG:PCDH18	TCGA-CD-A48C-01A
ESRRG:TRIML2	TCGA-CD-A48C-01A
ESRRG:6-Mar	TCGA-CD-A48C-01A
ESRRG:DNAH5	TCGA-CD-A48C-01A
ESRRG:PARP8	TCGA-CD-A48C-01A
ESRRG:MAP1B	TCGA-CD-A48C-01A
ESRRG:ADAMTS19	TCGA-CD-A48C-01A
ESRRG:RREB1	TCGA-CD-A48C-01A
ESRRG:COL11A2	TCGA-CD-A48C-01A
ESRRG:DAAM2	TCGA-CD-A48C-01A
ESRRG:KHDRBS2	TCGA-CD-A48C-01A
ESRRG:COL12A1	TCGA-CD-A48C-01A
ESRRG:ARHGAP18	TCGA-CD-A48C-01A
ESRRG:AKAP12	TCGA-CD-A48C-01A
ESRRG:BRAT1	TCGA-CD-A48C-01A
ESRRG:HECW1	TCGA-CD-A48C-01A
ESRRG:GTF2IRD2	TCGA-CD-A48C-01A
ESRRG:ABCB4	TCGA-CD-A48C-01A
ESRRG:TRRAP	TCGA-CD-A48C-01A
ESRRG:RASA4	TCGA-CD-A48C-01A
ESRRG:NUP205	TCGA-CD-A48C-01A
ESRRG:CSMD1	TCGA-CD-A48C-01A
ESRRG:PENK	TCGA-CD-A48C-01A
ESRRG:ZFHX4	TCGA-CD-A48C-01A
ESRRG:CNBD1	TCGA-CD-A48C-01A
ESRRG:NBN	TCGA-CD-A48C-01A
ESRRG:CSMD3	TCGA-CD-A48C-01A
ESRRG:MED30	TCGA-CD-A48C-01A
ESRRG:MYC	TCGA-CD-A48C-01A
ESRRG:BNC2	TCGA-CD-A48C-01A
ESRRG:ASTN2	TCGA-CD-A48C-01A
ESRRG:SETX	TCGA-CD-A48C-01A
ESRRG:CUBN	TCGA-CD-A48C-01A
ESRRG:RET	TCGA-CD-A48C-01A
ESRRG:PCDH15	TCGA-CD-A48C-01A
ESRRG:HERC4	TCGA-CD-A48C-01A
ESRRG:POLR3A	TCGA-CD-A48C-01A
ESRRG:GRID1	TCGA-CD-A48C-01A
ESRRG:CPXM2	TCGA-CD-A48C-01A
ESRRG:OR52N1	TCGA-CD-A48C-01A
ESRRG:ZNF215	TCGA-CD-A48C-01A
ESRRG:OR4C11	TCGA-CD-A48C-01A
ESRRG:C2CD3	TCGA-CD-A48C-01A
ESRRG:PDGFD	TCGA-CD-A48C-01A
OR11L1:OR11L1	TCGA-CD-A48C-01A
OR11L1:OR2AK2	TCGA-CD-A48C-01A
OR11L1:OR2T1	TCGA-CD-A48C-01A
OR11L1:TPO	TCGA-CD-A48C-01A
OR11L1:CDKL4	TCGA-CD-A48C-01A
OR11L1:LRPPRC	TCGA-CD-A48C-01A
OR11L1:NRXN1	TCGA-CD-A48C-01A
OR11L1:ZNF2	TCGA-CD-A48C-01A
OR11L1:CNTNAP5	TCGA-CD-A48C-01A
OR11L1:GYPC	TCGA-CD-A48C-01A
OR11L1:LRP1B	TCGA-CD-A48C-01A
OR11L1:MBD5	TCGA-CD-A48C-01A
OR11L1:FAP	TCGA-CD-A48C-01A
OR11L1:SCN2A	TCGA-CD-A48C-01A
OR11L1:TTN	TCGA-CD-A48C-01A
OR11L1:ZNF804A	TCGA-CD-A48C-01A
OR11L1:DNAH7	TCGA-CD-A48C-01A
OR11L1:CAPN10	TCGA-CD-A48C-01A
OR11L1:FGD5	TCGA-CD-A48C-01A
OR11L1:KAT2B	TCGA-CD-A48C-01A
OR11L1:ZNF385D	TCGA-CD-A48C-01A
OR11L1:ARPP21	TCGA-CD-A48C-01A
OR11L1:TRAK1	TCGA-CD-A48C-01A
OR11L1:EPHA3	TCGA-CD-A48C-01A
OR11L1:EPHA6	TCGA-CD-A48C-01A
OR11L1:IMPG2	TCGA-CD-A48C-01A
OR11L1:EPHB1	TCGA-CD-A48C-01A
OR11L1:TRPC1	TCGA-CD-A48C-01A
OR11L1:U2SURP	TCGA-CD-A48C-01A
OR11L1:P2RY13	TCGA-CD-A48C-01A
OR11L1:BCHE	TCGA-CD-A48C-01A
OR11L1:MECOM	TCGA-CD-A48C-01A
OR11L1:STK32B	TCGA-CD-A48C-01A
OR11L1:SEL1L3	TCGA-CD-A48C-01A
OR11L1:LIMCH1	TCGA-CD-A48C-01A
OR11L1:UGT2B10	TCGA-CD-A48C-01A
OR11L1:SHROOM3	TCGA-CD-A48C-01A
OR11L1:PDHA2	TCGA-CD-A48C-01A
OR11L1:ANK2	TCGA-CD-A48C-01A
OR11L1:PCDH18	TCGA-CD-A48C-01A
OR11L1:TRIML2	TCGA-CD-A48C-01A
OR11L1:6-Mar	TCGA-CD-A48C-01A
OR11L1:DNAH5	TCGA-CD-A48C-01A
OR11L1:PARP8	TCGA-CD-A48C-01A
OR11L1:MAP1B	TCGA-CD-A48C-01A
OR11L1:ADAMTS19	TCGA-CD-A48C-01A
OR11L1:RREB1	TCGA-CD-A48C-01A
OR11L1:COL11A2	TCGA-CD-A48C-01A
OR11L1:DAAM2	TCGA-CD-A48C-01A
OR11L1:KHDRBS2	TCGA-CD-A48C-01A
OR11L1:COL12A1	TCGA-CD-A48C-01A
OR11L1:ARHGAP18	TCGA-CD-A48C-01A
OR11L1:AKAP12	TCGA-CD-A48C-01A
OR11L1:BRAT1	TCGA-CD-A48C-01A
OR11L1:HECW1	TCGA-CD-A48C-01A
OR11L1:GTF2IRD2	TCGA-CD-A48C-01A
OR11L1:ABCB4	TCGA-CD-A48C-01A
OR11L1:TRRAP	TCGA-CD-A48C-01A
OR11L1:RASA4	TCGA-CD-A48C-01A
OR11L1:NUP205	TCGA-CD-A48C-01A
OR11L1:CSMD1	TCGA-CD-A48C-01A
OR11L1:PENK	TCGA-CD-A48C-01A
OR11L1:ZFHX4	TCGA-CD-A48C-01A
OR11L1:CNBD1	TCGA-CD-A48C-01A
OR11L1:NBN	TCGA-CD-A48C-01A
OR11L1:CSMD3	TCGA-CD-A48C-01A
OR11L1:MED30	TCGA-CD-A48C-01A
OR11L1:MYC	TCGA-CD-A48C-01A
OR11L1:BNC2	TCGA-CD-A48C-01A
OR11L1:ASTN2	TCGA-CD-A48C-01A
OR11L1:SETX	TCGA-CD-A48C-01A
OR11L1:CUBN	TCGA-CD-A48C-01A
OR11L1:RET	TCGA-CD-A48C-01A
OR11L1:PCDH15	TCGA-CD-A48C-01A
OR11L1:HERC4	TCGA-CD-A48C-01A
OR11L1:POLR3A	TCGA-CD-A48C-01A
OR11L1:GRID1	TCGA-CD-A48C-01A
OR11L1:CPXM2	TCGA-CD-A48C-01A
OR11L1:OR52N1	TCGA-CD-A48C-01A
