ID	sample
ZBTB40:FGD5	TCGA-CD-A48C-01A
ZBTB40:KAT2B	TCGA-CD-A48C-01A
ZBTB40:ZNF385D	TCGA-CD-A48C-01A
ZBTB40:ARPP21	TCGA-CD-A48C-01A
ZBTB40:TRAK1	TCGA-CD-A48C-01A
ZBTB40:EPHA3	TCGA-CD-A48C-01A
ZBTB40:EPHA6	TCGA-CD-A48C-01A
ZBTB40:IMPG2	TCGA-CD-A48C-01A
ZBTB40:EPHB1	TCGA-CD-A48C-01A
ZBTB40:TRPC1	TCGA-CD-A48C-01A
ZBTB40:U2SURP	TCGA-CD-A48C-01A
ZBTB40:P2RY13	TCGA-CD-A48C-01A
ZBTB40:BCHE	TCGA-CD-A48C-01A
ZBTB40:MECOM	TCGA-CD-A48C-01A
ZBTB40:STK32B	TCGA-CD-A48C-01A
ZBTB40:SEL1L3	TCGA-CD-A48C-01A
ZBTB40:LIMCH1	TCGA-CD-A48C-01A
ZBTB40:UGT2B10	TCGA-CD-A48C-01A
ZBTB40:SHROOM3	TCGA-CD-A48C-01A
ZBTB40:PDHA2	TCGA-CD-A48C-01A
ZBTB40:ANK2	TCGA-CD-A48C-01A
ZBTB40:PCDH18	TCGA-CD-A48C-01A
ZBTB40:TRIML2	TCGA-CD-A48C-01A
ZBTB40:6-Mar	TCGA-CD-A48C-01A
ZBTB40:DNAH5	TCGA-CD-A48C-01A
ZBTB40:PARP8	TCGA-CD-A48C-01A
ZBTB40:MAP1B	TCGA-CD-A48C-01A
ZBTB40:ADAMTS19	TCGA-CD-A48C-01A
ZBTB40:RREB1	TCGA-CD-A48C-01A
ZBTB40:COL11A2	TCGA-CD-A48C-01A
ZBTB40:DAAM2	TCGA-CD-A48C-01A
ZBTB40:KHDRBS2	TCGA-CD-A48C-01A
ZBTB40:COL12A1	TCGA-CD-A48C-01A
ZBTB40:ARHGAP18	TCGA-CD-A48C-01A
ZBTB40:AKAP12	TCGA-CD-A48C-01A
ZBTB40:BRAT1	TCGA-CD-A48C-01A
ZBTB40:HECW1	TCGA-CD-A48C-01A
ZBTB40:GTF2IRD2	TCGA-CD-A48C-01A
ZBTB40:ABCB4	TCGA-CD-A48C-01A
ZBTB40:TRRAP	TCGA-CD-A48C-01A
ZBTB40:RASA4	TCGA-CD-A48C-01A
ZBTB40:NUP205	TCGA-CD-A48C-01A
ZBTB40:CSMD1	TCGA-CD-A48C-01A
ZBTB40:PENK	TCGA-CD-A48C-01A
ZBTB40:ZFHX4	TCGA-CD-A48C-01A
ZBTB40:CNBD1	TCGA-CD-A48C-01A
ZBTB40:NBN	TCGA-CD-A48C-01A
ZBTB40:CSMD3	TCGA-CD-A48C-01A
ZBTB40:MED30	TCGA-CD-A48C-01A
ZBTB40:MYC	TCGA-CD-A48C-01A
ZBTB40:BNC2	TCGA-CD-A48C-01A
ZBTB40:ASTN2	TCGA-CD-A48C-01A
ZBTB40:SETX	TCGA-CD-A48C-01A
ZBTB40:CUBN	TCGA-CD-A48C-01A
ZBTB40:RET	TCGA-CD-A48C-01A
ZBTB40:PCDH15	TCGA-CD-A48C-01A
ZBTB40:HERC4	TCGA-CD-A48C-01A
ZBTB40:POLR3A	TCGA-CD-A48C-01A
ZBTB40:GRID1	TCGA-CD-A48C-01A
ZBTB40:CPXM2	TCGA-CD-A48C-01A
ZBTB40:OR52N1	TCGA-CD-A48C-01A
ZBTB40:ZNF215	TCGA-CD-A48C-01A
ZBTB40:OR4C11	TCGA-CD-A48C-01A
ZBTB40:C2CD3	TCGA-CD-A48C-01A
ZBTB40:PDGFD	TCGA-CD-A48C-01A
TRIM63:TRIM63	TCGA-CD-A48C-01A
TRIM63:FPGT-TNNI3K	TCGA-CD-A48C-01A
TRIM63:GJA8	TCGA-CD-A48C-01A
TRIM63:NBPF11	TCGA-CD-A48C-01A
TRIM63:TMOD4	TCGA-CD-A48C-01A
TRIM63:LCE1F	TCGA-CD-A48C-01A
TRIM63:SHC1	TCGA-CD-A48C-01A
TRIM63:CD1C	TCGA-CD-A48C-01A
TRIM63:KCNT2	TCGA-CD-A48C-01A
TRIM63:ESRRG	TCGA-CD-A48C-01A
TRIM63:OR11L1	TCGA-CD-A48C-01A
TRIM63:OR2AK2	TCGA-CD-A48C-01A
TRIM63:OR2T1	TCGA-CD-A48C-01A
TRIM63:TPO	TCGA-CD-A48C-01A
TRIM63:CDKL4	TCGA-CD-A48C-01A
TRIM63:LRPPRC	TCGA-CD-A48C-01A
TRIM63:NRXN1	TCGA-CD-A48C-01A
TRIM63:ZNF2	TCGA-CD-A48C-01A
TRIM63:CNTNAP5	TCGA-CD-A48C-01A
TRIM63:GYPC	TCGA-CD-A48C-01A
TRIM63:LRP1B	TCGA-CD-A48C-01A
TRIM63:MBD5	TCGA-CD-A48C-01A
TRIM63:FAP	TCGA-CD-A48C-01A
TRIM63:SCN2A	TCGA-CD-A48C-01A
TRIM63:TTN	TCGA-CD-A48C-01A
TRIM63:ZNF804A	TCGA-CD-A48C-01A
TRIM63:DNAH7	TCGA-CD-A48C-01A
TRIM63:CAPN10	TCGA-CD-A48C-01A
TRIM63:FGD5	TCGA-CD-A48C-01A
TRIM63:KAT2B	TCGA-CD-A48C-01A
TRIM63:ZNF385D	TCGA-CD-A48C-01A
TRIM63:ARPP21	TCGA-CD-A48C-01A
TRIM63:TRAK1	TCGA-CD-A48C-01A
TRIM63:EPHA3	TCGA-CD-A48C-01A
TRIM63:EPHA6	TCGA-CD-A48C-01A
TRIM63:IMPG2	TCGA-CD-A48C-01A
TRIM63:EPHB1	TCGA-CD-A48C-01A
TRIM63:TRPC1	TCGA-CD-A48C-01A
TRIM63:U2SURP	TCGA-CD-A48C-01A
TRIM63:P2RY13	TCGA-CD-A48C-01A
TRIM63:BCHE	TCGA-CD-A48C-01A
TRIM63:MECOM	TCGA-CD-A48C-01A
TRIM63:STK32B	TCGA-CD-A48C-01A
TRIM63:SEL1L3	TCGA-CD-A48C-01A
TRIM63:LIMCH1	TCGA-CD-A48C-01A
TRIM63:UGT2B10	TCGA-CD-A48C-01A
TRIM63:SHROOM3	TCGA-CD-A48C-01A
TRIM63:PDHA2	TCGA-CD-A48C-01A
TRIM63:ANK2	TCGA-CD-A48C-01A
TRIM63:PCDH18	TCGA-CD-A48C-01A
TRIM63:TRIML2	TCGA-CD-A48C-01A
TRIM63:6-Mar	TCGA-CD-A48C-01A
TRIM63:DNAH5	TCGA-CD-A48C-01A
TRIM63:PARP8	TCGA-CD-A48C-01A
TRIM63:MAP1B	TCGA-CD-A48C-01A
TRIM63:ADAMTS19	TCGA-CD-A48C-01A
TRIM63:RREB1	TCGA-CD-A48C-01A
TRIM63:COL11A2	TCGA-CD-A48C-01A
TRIM63:DAAM2	TCGA-CD-A48C-01A
TRIM63:KHDRBS2	TCGA-CD-A48C-01A
TRIM63:COL12A1	TCGA-CD-A48C-01A
TRIM63:ARHGAP18	TCGA-CD-A48C-01A
TRIM63:AKAP12	TCGA-CD-A48C-01A
TRIM63:BRAT1	TCGA-CD-A48C-01A
TRIM63:HECW1	TCGA-CD-A48C-01A
TRIM63:GTF2IRD2	TCGA-CD-A48C-01A
TRIM63:ABCB4	TCGA-CD-A48C-01A
TRIM63:TRRAP	TCGA-CD-A48C-01A
TRIM63:RASA4	TCGA-CD-A48C-01A
TRIM63:NUP205	TCGA-CD-A48C-01A
TRIM63:CSMD1	TCGA-CD-A48C-01A
TRIM63:PENK	TCGA-CD-A48C-01A
TRIM63:ZFHX4	TCGA-CD-A48C-01A
TRIM63:CNBD1	TCGA-CD-A48C-01A
TRIM63:NBN	TCGA-CD-A48C-01A
TRIM63:CSMD3	TCGA-CD-A48C-01A
TRIM63:MED30	TCGA-CD-A48C-01A
TRIM63:MYC	TCGA-CD-A48C-01A
TRIM63:BNC2	TCGA-CD-A48C-01A
TRIM63:ASTN2	TCGA-CD-A48C-01A
TRIM63:SETX	TCGA-CD-A48C-01A
TRIM63:CUBN	TCGA-CD-A48C-01A
TRIM63:RET	TCGA-CD-A48C-01A
TRIM63:PCDH15	TCGA-CD-A48C-01A
TRIM63:HERC4	TCGA-CD-A48C-01A
TRIM63:POLR3A	TCGA-CD-A48C-01A
TRIM63:GRID1	TCGA-CD-A48C-01A
TRIM63:CPXM2	TCGA-CD-A48C-01A
TRIM63:OR52N1	TCGA-CD-A48C-01A
TRIM63:ZNF215	TCGA-CD-A48C-01A
TRIM63:OR4C11	TCGA-CD-A48C-01A
TRIM63:C2CD3	TCGA-CD-A48C-01A
TRIM63:PDGFD	TCGA-CD-A48C-01A
FPGT-TNNI3K:FPGT-TNNI3K	TCGA-CD-A48C-01A
FPGT-TNNI3K:GJA8	TCGA-CD-A48C-01A
FPGT-TNNI3K:NBPF11	TCGA-CD-A48C-01A
FPGT-TNNI3K:TMOD4	TCGA-CD-A48C-01A
FPGT-TNNI3K:LCE1F	TCGA-CD-A48C-01A
FPGT-TNNI3K:SHC1	TCGA-CD-A48C-01A
FPGT-TNNI3K:CD1C	TCGA-CD-A48C-01A
FPGT-TNNI3K:KCNT2	TCGA-CD-A48C-01A
FPGT-TNNI3K:ESRRG	TCGA-CD-A48C-01A
FPGT-TNNI3K:OR11L1	TCGA-CD-A48C-01A
FPGT-TNNI3K:OR2AK2	TCGA-CD-A48C-01A
FPGT-TNNI3K:OR2T1	TCGA-CD-A48C-01A
FPGT-TNNI3K:TPO	TCGA-CD-A48C-01A
FPGT-TNNI3K:CDKL4	TCGA-CD-A48C-01A
FPGT-TNNI3K:LRPPRC	TCGA-CD-A48C-01A
FPGT-TNNI3K:NRXN1	TCGA-CD-A48C-01A
FPGT-TNNI3K:ZNF2	TCGA-CD-A48C-01A
FPGT-TNNI3K:CNTNAP5	TCGA-CD-A48C-01A
FPGT-TNNI3K:GYPC	TCGA-CD-A48C-01A
FPGT-TNNI3K:LRP1B	TCGA-CD-A48C-01A
FPGT-TNNI3K:MBD5	TCGA-CD-A48C-01A
FPGT-TNNI3K:FAP	TCGA-CD-A48C-01A
FPGT-TNNI3K:SCN2A	TCGA-CD-A48C-01A
FPGT-TNNI3K:TTN	TCGA-CD-A48C-01A
FPGT-TNNI3K:ZNF804A	TCGA-CD-A48C-01A
FPGT-TNNI3K:DNAH7	TCGA-CD-A48C-01A
FPGT-TNNI3K:CAPN10	TCGA-CD-A48C-01A
FPGT-TNNI3K:FGD5	TCGA-CD-A48C-01A
FPGT-TNNI3K:KAT2B	TCGA-CD-A48C-01A
FPGT-TNNI3K:ZNF385D	TCGA-CD-A48C-01A
FPGT-TNNI3K:ARPP21	TCGA-CD-A48C-01A
FPGT-TNNI3K:TRAK1	TCGA-CD-A48C-01A
FPGT-TNNI3K:EPHA3	TCGA-CD-A48C-01A
FPGT-TNNI3K:EPHA6	TCGA-CD-A48C-01A
FPGT-TNNI3K:IMPG2	TCGA-CD-A48C-01A
FPGT-TNNI3K:EPHB1	TCGA-CD-A48C-01A
FPGT-TNNI3K:TRPC1	TCGA-CD-A48C-01A
FPGT-TNNI3K:U2SURP	TCGA-CD-A48C-01A
FPGT-TNNI3K:P2RY13	TCGA-CD-A48C-01A
FPGT-TNNI3K:BCHE	TCGA-CD-A48C-01A
FPGT-TNNI3K:MECOM	TCGA-CD-A48C-01A
FPGT-TNNI3K:STK32B	TCGA-CD-A48C-01A
FPGT-TNNI3K:SEL1L3	TCGA-CD-A48C-01A
FPGT-TNNI3K:LIMCH1	TCGA-CD-A48C-01A
FPGT-TNNI3K:UGT2B10	TCGA-CD-A48C-01A
FPGT-TNNI3K:SHROOM3	TCGA-CD-A48C-01A
FPGT-TNNI3K:PDHA2	TCGA-CD-A48C-01A
FPGT-TNNI3K:ANK2	TCGA-CD-A48C-01A
FPGT-TNNI3K:PCDH18	TCGA-CD-A48C-01A
FPGT-TNNI3K:TRIML2	TCGA-CD-A48C-01A
FPGT-TNNI3K:6-Mar	TCGA-CD-A48C-01A
FPGT-TNNI3K:DNAH5	TCGA-CD-A48C-01A
FPGT-TNNI3K:PARP8	TCGA-CD-A48C-01A
FPGT-TNNI3K:MAP1B	TCGA-CD-A48C-01A
FPGT-TNNI3K:ADAMTS19	TCGA-CD-A48C-01A
FPGT-TNNI3K:RREB1	TCGA-CD-A48C-01A
FPGT-TNNI3K:COL11A2	TCGA-CD-A48C-01A
FPGT-TNNI3K:DAAM2	TCGA-CD-A48C-01A
FPGT-TNNI3K:KHDRBS2	TCGA-CD-A48C-01A
FPGT-TNNI3K:COL12A1	TCGA-CD-A48C-01A
FPGT-TNNI3K:ARHGAP18	TCGA-CD-A48C-01A
FPGT-TNNI3K:AKAP12	TCGA-CD-A48C-01A
FPGT-TNNI3K:BRAT1	TCGA-CD-A48C-01A
FPGT-TNNI3K:HECW1	TCGA-CD-A48C-01A
FPGT-TNNI3K:GTF2IRD2	TCGA-CD-A48C-01A
FPGT-TNNI3K:ABCB4	TCGA-CD-A48C-01A
FPGT-TNNI3K:TRRAP	TCGA-CD-A48C-01A
FPGT-TNNI3K:RASA4	TCGA-CD-A48C-01A
FPGT-TNNI3K:NUP205	TCGA-CD-A48C-01A
FPGT-TNNI3K:CSMD1	TCGA-CD-A48C-01A
FPGT-TNNI3K:PENK	TCGA-CD-A48C-01A
FPGT-TNNI3K:ZFHX4	TCGA-CD-A48C-01A
FPGT-TNNI3K:CNBD1	TCGA-CD-A48C-01A
FPGT-TNNI3K:NBN	TCGA-CD-A48C-01A
FPGT-TNNI3K:CSMD3	TCGA-CD-A48C-01A
FPGT-TNNI3K:MED30	TCGA-CD-A48C-01A
FPGT-TNNI3K:MYC	TCGA-CD-A48C-01A
FPGT-TNNI3K:BNC2	TCGA-CD-A48C-01A
FPGT-TNNI3K:ASTN2	TCGA-CD-A48C-01A
FPGT-TNNI3K:SETX	TCGA-CD-A48C-01A
FPGT-TNNI3K:CUBN	TCGA-CD-A48C-01A
FPGT-TNNI3K:RET	TCGA-CD-A48C-01A
FPGT-TNNI3K:PCDH15	TCGA-CD-A48C-01A
FPGT-TNNI3K:HERC4	TCGA-CD-A48C-01A
FPGT-TNNI3K:POLR3A	TCGA-CD-A48C-01A
FPGT-TNNI3K:GRID1	TCGA-CD-A48C-01A
FPGT-TNNI3K:CPXM2	TCGA-CD-A48C-01A
FPGT-TNNI3K:OR52N1	TCGA-CD-A48C-01A
FPGT-TNNI3K:ZNF215	TCGA-CD-A48C-01A
FPGT-TNNI3K:OR4C11	TCGA-CD-A48C-01A
FPGT-TNNI3K:C2CD3	TCGA-CD-A48C-01A
FPGT-TNNI3K:PDGFD	TCGA-CD-A48C-01A
GJA8:GJA8	TCGA-CD-A48C-01A
GJA8:NBPF11	TCGA-CD-A48C-01A
GJA8:TMOD4	TCGA-CD-A48C-01A
GJA8:LCE1F	TCGA-CD-A48C-01A
GJA8:SHC1	TCGA-CD-A48C-01A
GJA8:CD1C	TCGA-CD-A48C-01A
GJA8:KCNT2	TCGA-CD-A48C-01A
GJA8:ESRRG	TCGA-CD-A48C-01A
GJA8:OR11L1	TCGA-CD-A48C-01A
GJA8:OR2AK2	TCGA-CD-A48C-01A
GJA8:OR2T1	TCGA-CD-A48C-01A
GJA8:TPO	TCGA-CD-A48C-01A
GJA8:CDKL4	TCGA-CD-A48C-01A
GJA8:LRPPRC	TCGA-CD-A48C-01A
GJA8:NRXN1	TCGA-CD-A48C-01A
GJA8:ZNF2	TCGA-CD-A48C-01A
GJA8:CNTNAP5	TCGA-CD-A48C-01A
GJA8:GYPC	TCGA-CD-A48C-01A
GJA8:LRP1B	TCGA-CD-A48C-01A
GJA8:MBD5	TCGA-CD-A48C-01A
GJA8:FAP	TCGA-CD-A48C-01A
GJA8:SCN2A	TCGA-CD-A48C-01A
GJA8:TTN	TCGA-CD-A48C-01A
GJA8:ZNF804A	TCGA-CD-A48C-01A
GJA8:DNAH7	TCGA-CD-A48C-01A
GJA8:CAPN10	TCGA-CD-A48C-01A
GJA8:FGD5	TCGA-CD-A48C-01A
GJA8:KAT2B	TCGA-CD-A48C-01A
GJA8:ZNF385D	TCGA-CD-A48C-01A
GJA8:ARPP21	TCGA-CD-A48C-01A
GJA8:TRAK1	TCGA-CD-A48C-01A
GJA8:EPHA3	TCGA-CD-A48C-01A
GJA8:EPHA6	TCGA-CD-A48C-01A
GJA8:IMPG2	TCGA-CD-A48C-01A
GJA8:EPHB1	TCGA-CD-A48C-01A
GJA8:TRPC1	TCGA-CD-A48C-01A
GJA8:U2SURP	TCGA-CD-A48C-01A
GJA8:P2RY13	TCGA-CD-A48C-01A
GJA8:BCHE	TCGA-CD-A48C-01A
GJA8:MECOM	TCGA-CD-A48C-01A
GJA8:STK32B	TCGA-CD-A48C-01A
GJA8:SEL1L3	TCGA-CD-A48C-01A
GJA8:LIMCH1	TCGA-CD-A48C-01A
GJA8:UGT2B10	TCGA-CD-A48C-01A
GJA8:SHROOM3	TCGA-CD-A48C-01A
GJA8:PDHA2	TCGA-CD-A48C-01A
GJA8:ANK2	TCGA-CD-A48C-01A
GJA8:PCDH18	TCGA-CD-A48C-01A
GJA8:TRIML2	TCGA-CD-A48C-01A
GJA8:6-Mar	TCGA-CD-A48C-01A
GJA8:DNAH5	TCGA-CD-A48C-01A
GJA8:PARP8	TCGA-CD-A48C-01A
GJA8:MAP1B	TCGA-CD-A48C-01A
GJA8:ADAMTS19	TCGA-CD-A48C-01A
GJA8:RREB1	TCGA-CD-A48C-01A
GJA8:COL11A2	TCGA-CD-A48C-01A
GJA8:DAAM2	TCGA-CD-A48C-01A
GJA8:KHDRBS2	TCGA-CD-A48C-01A
GJA8:COL12A1	TCGA-CD-A48C-01A
GJA8:ARHGAP18	TCGA-CD-A48C-01A
GJA8:AKAP12	TCGA-CD-A48C-01A
GJA8:BRAT1	TCGA-CD-A48C-01A
GJA8:HECW1	TCGA-CD-A48C-01A
GJA8:GTF2IRD2	TCGA-CD-A48C-01A
GJA8:ABCB4	TCGA-CD-A48C-01A
GJA8:TRRAP	TCGA-CD-A48C-01A
GJA8:RASA4	TCGA-CD-A48C-01A
GJA8:NUP205	TCGA-CD-A48C-01A
GJA8:CSMD1	TCGA-CD-A48C-01A
GJA8:PENK	TCGA-CD-A48C-01A
GJA8:ZFHX4	TCGA-CD-A48C-01A
GJA8:CNBD1	TCGA-CD-A48C-01A
GJA8:NBN	TCGA-CD-A48C-01A
GJA8:CSMD3	TCGA-CD-A48C-01A
GJA8:MED30	TCGA-CD-A48C-01A
GJA8:MYC	TCGA-CD-A48C-01A
GJA8:BNC2	TCGA-CD-A48C-01A
GJA8:ASTN2	TCGA-CD-A48C-01A
GJA8:SETX	TCGA-CD-A48C-01A
GJA8:CUBN	TCGA-CD-A48C-01A
GJA8:RET	TCGA-CD-A48C-01A
GJA8:PCDH15	TCGA-CD-A48C-01A
GJA8:HERC4	TCGA-CD-A48C-01A
GJA8:POLR3A	TCGA-CD-A48C-01A
GJA8:GRID1	TCGA-CD-A48C-01A
GJA8:CPXM2	TCGA-CD-A48C-01A
GJA8:OR52N1	TCGA-CD-A48C-01A
GJA8:ZNF215	TCGA-CD-A48C-01A
GJA8:OR4C11	TCGA-CD-A48C-01A
GJA8:C2CD3	TCGA-CD-A48C-01A
GJA8:PDGFD	TCGA-CD-A48C-01A
NBPF11:NBPF11	TCGA-CD-A48C-01A
NBPF11:TMOD4	TCGA-CD-A48C-01A
NBPF11:LCE1F	TCGA-CD-A48C-01A
NBPF11:SHC1	TCGA-CD-A48C-01A
NBPF11:CD1C	TCGA-CD-A48C-01A
NBPF11:KCNT2	TCGA-CD-A48C-01A
NBPF11:ESRRG	TCGA-CD-A48C-01A
NBPF11:OR11L1	TCGA-CD-A48C-01A
NBPF11:OR2AK2	TCGA-CD-A48C-01A
NBPF11:OR2T1	TCGA-CD-A48C-01A
NBPF11:TPO	TCGA-CD-A48C-01A
NBPF11:CDKL4	TCGA-CD-A48C-01A
NBPF11:LRPPRC	TCGA-CD-A48C-01A
NBPF11:NRXN1	TCGA-CD-A48C-01A
NBPF11:ZNF2	TCGA-CD-A48C-01A
NBPF11:CNTNAP5	TCGA-CD-A48C-01A
NBPF11:GYPC	TCGA-CD-A48C-01A
NBPF11:LRP1B	TCGA-CD-A48C-01A
NBPF11:MBD5	TCGA-CD-A48C-01A
NBPF11:FAP	TCGA-CD-A48C-01A
NBPF11:SCN2A	TCGA-CD-A48C-01A
NBPF11:TTN	TCGA-CD-A48C-01A
NBPF11:ZNF804A	TCGA-CD-A48C-01A
NBPF11:DNAH7	TCGA-CD-A48C-01A
NBPF11:CAPN10	TCGA-CD-A48C-01A
NBPF11:FGD5	TCGA-CD-A48C-01A
NBPF11:KAT2B	TCGA-CD-A48C-01A
NBPF11:ZNF385D	TCGA-CD-A48C-01A
NBPF11:ARPP21	TCGA-CD-A48C-01A
NBPF11:TRAK1	TCGA-CD-A48C-01A
NBPF11:EPHA3	TCGA-CD-A48C-01A
NBPF11:EPHA6	TCGA-CD-A48C-01A
NBPF11:IMPG2	TCGA-CD-A48C-01A
NBPF11:EPHB1	TCGA-CD-A48C-01A
NBPF11:TRPC1	TCGA-CD-A48C-01A
NBPF11:U2SURP	TCGA-CD-A48C-01A
NBPF11:P2RY13	TCGA-CD-A48C-01A
NBPF11:BCHE	TCGA-CD-A48C-01A
NBPF11:MECOM	TCGA-CD-A48C-01A
NBPF11:STK32B	TCGA-CD-A48C-01A
NBPF11:SEL1L3	TCGA-CD-A48C-01A
NBPF11:LIMCH1	TCGA-CD-A48C-01A
NBPF11:UGT2B10	TCGA-CD-A48C-01A
NBPF11:SHROOM3	TCGA-CD-A48C-01A
NBPF11:PDHA2	TCGA-CD-A48C-01A
NBPF11:ANK2	TCGA-CD-A48C-01A
NBPF11:PCDH18	TCGA-CD-A48C-01A
NBPF11:TRIML2	TCGA-CD-A48C-01A
NBPF11:6-Mar	TCGA-CD-A48C-01A
NBPF11:DNAH5	TCGA-CD-A48C-01A
NBPF11:PARP8	TCGA-CD-A48C-01A
NBPF11:MAP1B	TCGA-CD-A48C-01A
NBPF11:ADAMTS19	TCGA-CD-A48C-01A
NBPF11:RREB1	TCGA-CD-A48C-01A
NBPF11:COL11A2	TCGA-CD-A48C-01A
NBPF11:DAAM2	TCGA-CD-A48C-01A
NBPF11:KHDRBS2	TCGA-CD-A48C-01A
NBPF11:COL12A1	TCGA-CD-A48C-01A
NBPF11:ARHGAP18	TCGA-CD-A48C-01A
NBPF11:AKAP12	TCGA-CD-A48C-01A
NBPF11:BRAT1	TCGA-CD-A48C-01A
NBPF11:HECW1	TCGA-CD-A48C-01A
NBPF11:GTF2IRD2	TCGA-CD-A48C-01A
NBPF11:ABCB4	TCGA-CD-A48C-01A
NBPF11:TRRAP	TCGA-CD-A48C-01A
NBPF11:RASA4	TCGA-CD-A48C-01A
NBPF11:NUP205	TCGA-CD-A48C-01A
NBPF11:CSMD1	TCGA-CD-A48C-01A
NBPF11:PENK	TCGA-CD-A48C-01A
NBPF11:ZFHX4	TCGA-CD-A48C-01A
NBPF11:CNBD1	TCGA-CD-A48C-01A
NBPF11:NBN	TCGA-CD-A48C-01A
NBPF11:CSMD3	TCGA-CD-A48C-01A
NBPF11:MED30	TCGA-CD-A48C-01A
NBPF11:MYC	TCGA-CD-A48C-01A
NBPF11:BNC2	TCGA-CD-A48C-01A
NBPF11:ASTN2	TCGA-CD-A48C-01A
NBPF11:SETX	TCGA-CD-A48C-01A
NBPF11:CUBN	TCGA-CD-A48C-01A
NBPF11:RET	TCGA-CD-A48C-01A
NBPF11:PCDH15	TCGA-CD-A48C-01A
NBPF11:HERC4	TCGA-CD-A48C-01A
NBPF11:POLR3A	TCGA-CD-A48C-01A
NBPF11:GRID1	TCGA-CD-A48C-01A
NBPF11:CPXM2	TCGA-CD-A48C-01A
NBPF11:OR52N1	TCGA-CD-A48C-01A
NBPF11:ZNF215	TCGA-CD-A48C-01A
NBPF11:OR4C11	TCGA-CD-A48C-01A
NBPF11:C2CD3	TCGA-CD-A48C-01A
NBPF11:PDGFD	TCGA-CD-A48C-01A
TMOD4:TMOD4	TCGA-CD-A48C-01A
TMOD4:LCE1F	TCGA-CD-A48C-01A
TMOD4:SHC1	TCGA-CD-A48C-01A
TMOD4:CD1C	TCGA-CD-A48C-01A
TMOD4:KCNT2	TCGA-CD-A48C-01A
TMOD4:ESRRG	TCGA-CD-A48C-01A
TMOD4:OR11L1	TCGA-CD-A48C-01A
TMOD4:OR2AK2	TCGA-CD-A48C-01A
TMOD4:OR2T1	TCGA-CD-A48C-01A
TMOD4:TPO	TCGA-CD-A48C-01A
TMOD4:CDKL4	TCGA-CD-A48C-01A
TMOD4:LRPPRC	TCGA-CD-A48C-01A
TMOD4:NRXN1	TCGA-CD-A48C-01A
TMOD4:ZNF2	TCGA-CD-A48C-01A
TMOD4:CNTNAP5	TCGA-CD-A48C-01A
TMOD4:GYPC	TCGA-CD-A48C-01A
TMOD4:LRP1B	TCGA-CD-A48C-01A
TMOD4:MBD5	TCGA-CD-A48C-01A
TMOD4:FAP	TCGA-CD-A48C-01A
TMOD4:SCN2A	TCGA-CD-A48C-01A
TMOD4:TTN	TCGA-CD-A48C-01A
TMOD4:ZNF804A	TCGA-CD-A48C-01A
TMOD4:DNAH7	TCGA-CD-A48C-01A
TMOD4:CAPN10	TCGA-CD-A48C-01A
TMOD4:FGD5	TCGA-CD-A48C-01A
TMOD4:KAT2B	TCGA-CD-A48C-01A
TMOD4:ZNF385D	TCGA-CD-A48C-01A
TMOD4:ARPP21	TCGA-CD-A48C-01A
TMOD4:TRAK1	TCGA-CD-A48C-01A
TMOD4:EPHA3	TCGA-CD-A48C-01A
TMOD4:EPHA6	TCGA-CD-A48C-01A
TMOD4:IMPG2	TCGA-CD-A48C-01A
TMOD4:EPHB1	TCGA-CD-A48C-01A
TMOD4:TRPC1	TCGA-CD-A48C-01A
TMOD4:U2SURP	TCGA-CD-A48C-01A
TMOD4:P2RY13	TCGA-CD-A48C-01A
TMOD4:BCHE	TCGA-CD-A48C-01A
TMOD4:MECOM	TCGA-CD-A48C-01A
TMOD4:STK32B	TCGA-CD-A48C-01A
TMOD4:SEL1L3	TCGA-CD-A48C-01A
TMOD4:LIMCH1	TCGA-CD-A48C-01A
TMOD4:UGT2B10	TCGA-CD-A48C-01A
TMOD4:SHROOM3	TCGA-CD-A48C-01A
TMOD4:PDHA2	TCGA-CD-A48C-01A
TMOD4:ANK2	TCGA-CD-A48C-01A
TMOD4:PCDH18	TCGA-CD-A48C-01A
TMOD4:TRIML2	TCGA-CD-A48C-01A
TMOD4:6-Mar	TCGA-CD-A48C-01A
TMOD4:DNAH5	TCGA-CD-A48C-01A
TMOD4:PARP8	TCGA-CD-A48C-01A
TMOD4:MAP1B	TCGA-CD-A48C-01A
TMOD4:ADAMTS19	TCGA-CD-A48C-01A
TMOD4:RREB1	TCGA-CD-A48C-01A
TMOD4:COL11A2	TCGA-CD-A48C-01A
TMOD4:DAAM2	TCGA-CD-A48C-01A
TMOD4:KHDRBS2	TCGA-CD-A48C-01A
TMOD4:COL12A1	TCGA-CD-A48C-01A
TMOD4:ARHGAP18	TCGA-CD-A48C-01A
TMOD4:AKAP12	TCGA-CD-A48C-01A
TMOD4:BRAT1	TCGA-CD-A48C-01A
TMOD4:HECW1	TCGA-CD-A48C-01A
TMOD4:GTF2IRD2	TCGA-CD-A48C-01A
TMOD4:ABCB4	TCGA-CD-A48C-01A
TMOD4:TRRAP	TCGA-CD-A48C-01A
TMOD4:RASA4	TCGA-CD-A48C-01A
TMOD4:NUP205	TCGA-CD-A48C-01A
TMOD4:CSMD1	TCGA-CD-A48C-01A
TMOD4:PENK	TCGA-CD-A48C-01A
TMOD4:ZFHX4	TCGA-CD-A48C-01A
TMOD4:CNBD1	TCGA-CD-A48C-01A
